qpid	ontology	goid	desc	RM3_score	RM3_PPV	RM3_rank	ARGOT_score	ARGOT_PPV	ARGOT_rank	JAC_score	JAC_PPV	JAC_rank	HYGE_score	HYGE_PPV	HYGE_rank	SANS_score	SANS_PPV	SANS_rank
sp|Q0PF16|TRIM5_MACMU	BP	0046782	regulation of viral transcription	0.242733719898	0.51428691379	100	0.134249015227	0.357901290943	136	6.97269617673e-07	0.395609593702	141	-0.0	0.2557	141	0.01	0.01	142
sp|Q0PF16|TRIM5_MACMU	BP	0019221	cytokine-mediated signaling pathway	0.241308200525	0.511974293712	102	0.115492743574	0.354045092284	138	5.88950041735e-07	0.388677401029	143	-0.0	0.2557	143	0.01	0.01	143
sp|Q0PF16|TRIM5_MACMU	BP	0071345	cellular response to cytokine stimulus	0.235388840809	0.502371316445	104	0.111747222847	0.353238347409	139	4.57290291535e-07	0.378288278258	144	-0.0	0.2557	144	0.01	0.01	144
sp|Q0PF16|TRIM5_MACMU	BP	0034097	response to cytokine	0.233226137488	0.498862762847	105	0.110401549783	0.352945210023	140	4.17508857683e-07	0.374551299244	145	-0.0	0.2557	145	0.01	0.01	145
sp|Q0PF16|TRIM5_MACMU	BP	0051259	protein oligomerization	0.207762905115	0.457553760968	109	0.0956126055369	0.349597710265	141	1.53584870642e-07	0.333489145949	146	-0.0	0.2557	146	0.01	0.01	146
sp|Q0PF16|TRIM5_MACMU	BP	0071310	cellular response to organic substance	0.192252888519	0.432391861045	115	0.0877950990699	0.347723105252	142	9.05350417252e-08	0.311788265017	147	-0.0	0.2557	147	0.01	0.01	147
sp|Q0PF16|TRIM5_MACMU	BP	0010033	response to organic substance	0.178524253524	0.410119896491	119	0.0817990241166	0.346227967653	143	6.0368640655e-08	0.295147993724	148	-0.0	0.2557	148	0.01	0.01	148
sp|Q0PF16|TRIM5_MACMU	BP	0007166	cell surface receptor signaling pathway	0.171208626483	0.398251754743	120	0.0790308981982	0.345519255113	144	4.99410751683e-08	0.287361951731	149	-0.0	0.2557	149	0.01	0.01	149
sp|Q0PF16|TRIM5_MACMU	BP	0070887	cellular response to chemical stimulus	0.167094668453	0.391577680631	121	0.0775008279126	0.345122185182	145	4.51387347438e-08	0.283210659577	150	-0.0	0.2557	150	0.01	0.01	150
sp|Q0PF16|TRIM5_MACMU	BP	0006461	protein complex assembly	0.160571443824	0.380995053316	128	0.0751772169887	0.344511609775	146	3.84551767157e-08	0.276630900532	151	-0.0	0.2557	151	0.01	0.01	151
sp|Q0PF16|TRIM5_MACMU	BP	0070271	protein complex biogenesis	0.160506127802	0.380889091134	129	0.0750870575832	0.344487729748	147	3.83936206894e-08	0.276565122248	152	-0.0	0.2557	152	0.01	0.01	152
sp|Q0PF16|TRIM5_MACMU	BP	0071822	protein complex subunit organization	0.149499945591	0.363033761733	140	0.0711742541998	0.343437186891	148	2.93604311212e-08	0.265551047	153	-0.0	0.2557	153	0.01	0.01	153
sp|Q0PF16|TRIM5_MACMU	BP	0065003	macromolecular complex assembly	0.143976319093	0.354072782465	141	0.0691552382211	0.342883800932	149	2.57121359328e-08	0.260103009446	154	-0.0	0.2557	154	0.01	0.01	154
sp|Q0PF16|TRIM5_MACMU	BP	0043933	macromolecular complex subunit organization	0.135245136318	0.339908184648	142	0.066167064398	0.342049737153	150	2.09283774063e-08	0.251650517451	155	-0.0	0.2557	155	0.01	0.01	155
sp|Q0PF16|TRIM5_MACMU	BP	0022607	cellular component assembly	0.117940928065	0.3118355676	145	0.0603548022163	0.340371595273	151	1.41746655634e-08	0.235651498603	156	-0.0	0.2557	156	0.01	0.01	156
sp|Q0PF16|TRIM5_MACMU	BP	0042221	response to chemical	0.101361825004	0.284939288704	149	0.0550970508547	0.338782448959	152	1.00300520601e-08	0.221450057371	157	-0.0	0.2557	157	0.01	0.01	157
sp|Q0PF16|TRIM5_MACMU	BP	0016032	viral process	0.0878445434572	0.263010202851	151	0.0510884713703	0.337519206045	153	7.72898446371e-09	0.210749479981	158	-0.0	0.2557	158	0.01	0.01	158
sp|Q0PF16|TRIM5_MACMU	BP	0044403	symbiosis, encompassing mutualism through parasitism	0.0870393048305	0.261703864227	152	0.0510884713703	0.337519206045	154	7.61454144756e-09	0.21013695879	159	-0.0	0.2557	159	0.01	0.01	159
sp|Q0PF16|TRIM5_MACMU	BP	0044419	interspecies interaction between organisms	0.0836144476512	0.256147718425	153	0.0501371079422	0.337212192363	155	7.14976059975e-09	0.207550963285	160	-0.0	0.2557	160	0.01	0.01	160
sp|Q0PF16|TRIM5_MACMU	BP	0044085	cellular component biogenesis	0.0818933499122	0.253355581563	154	0.0496373645974	0.337049753373	156	6.92609052861e-09	0.206245938652	161	-0.0	0.2557	161	0.01	0.01	161
sp|Q0PF16|TRIM5_MACMU	BP	0016043	cellular component organization	0.0522413937004	0.205251213	158	0.0417644456685	0.334373582167	157	3.99887062146e-09	0.183692356495	162	-0.0	0.2557	162	0.01	0.01	162
sp|Q0PF16|TRIM5_MACMU	BP	0071840	cellular component organization or biogenesis	0.0421456605095	0.188872905045	160	0.0389023885864	0.333338795622	158	3.34059939498e-09	0.176307234019	163	-0.0	0.2557	163	0.01	0.01	163
tr|F7H8I5|F7H8I5_MACMU	MF	0005509	calcium ion binding	0.277040355437	0.569942568625	1	7.32191214126	0.697597145002	1	0.000340092512546	0.64976281428	7	154.022166729	0.85497332216	1	1.0	1.0	1
tr|F7H8I5|F7H8I5_MACMU	BP	0007219	Notch signaling pathway	0.364387267176	0.71164546354	1	12.3698429861	0.815379835582	1	0.0121403159053	0.796555164246	110	232.728365515	0.883161756165	1	1.0	1.0	1
tr|F7H8I5|F7H8I5_MACMU	CC	0016021	integral component of membrane	0.0437100794779	0.191410861937	62	0.0	0.3047	65	5.39011628994e-06	0.47958345586	24	-0.0	0.2557	25	1.0	1.0	1
tr|F7H8I5|F7H8I5_MACMU	MF	0004872	receptor activity	0.22976487695	0.493247559876	7	5.32191649902	0.639665936217	2	8.61784035689e-05	0.593395725579	13	41.9980823872	0.766232340214	13	1.0	1.0	2
tr|F7H8I5|F7H8I5_MACMU	CC	0031224	intrinsic component of membrane	0.0435636778764	0.191173354619	63	0.0	0.3047	66	5.3831110397e-06	0.479530057634	25	-0.0	0.2557	26	1.0	1.0	2
tr|F7H8I5|F7H8I5_MACMU	BP	0030154	cell differentiation	0.289863049342	0.590744824948	2	7.88872606024	0.712521440188	2	0.000544527659951	0.66908979995	422	2.47959498716	0.573003823613	539	1.0	1.0	2
tr|F7H8I5|F7H8I5_MACMU	MF	0060089	molecular transducer activity	0.229508899231	0.492832287222	8	5.32191649902	0.639665936217	3	8.56293748028e-05	0.593133302096	14	41.5774511368	0.765544934477	14	1.0	1.0	3
tr|F7H8I5|F7H8I5_MACMU	CC	0044425	membrane part	0.0413865043624	0.187641326027	64	0.0	0.3047	67	5.28066991314e-06	0.478741151322	26	-0.0	0.2557	27	1.0	1.0	3
tr|F7H8I5|F7H8I5_MACMU	BP	0007166	cell surface receptor signaling pathway	0.286838528489	0.585838144768	3	7.73469276719	0.708520302856	3	0.000489006054454	0.664674048681	432	-0.0	0.2557	560	1.0	1.0	3
tr|F7H8I5|F7H8I5_MACMU	MF	0046872	metal ion binding	0.127232614339	0.326909470243	25	2.58495686839	0.538149671352	15	1.28376115766e-05	0.51521582918	24	-0.0	0.2557	24	1.0	1.0	4
tr|F7H8I5|F7H8I5_MACMU	CC	0016020	membrane	0.0313706906725	0.171392671478	65	0.0	0.3047	68	4.84879471606e-06	0.475237796938	27	-0.0	0.2557	28	1.0	1.0	4
tr|F7H8I5|F7H8I5_MACMU	BP	0048869	cellular developmental process	0.282972823593	0.579566811714	4	7.53914238416	0.703382882064	4	0.000427252725287	0.659130982759	448	-0.0	0.2557	561	1.0	1.0	4
tr|F7H8I5|F7H8I5_MACMU	CC	0005634	nucleus	0.126067231282	0.325018869309	47	1.35237166383	0.473555280887	16	5.71201968416e-06	0.481965170367	23	-0.0	0.2557	24	0.28	0.28	5
tr|F7H8I5|F7H8I5_MACMU	MF	0043169	cation binding	0.126516989614	0.325748512251	26	2.32192303568	0.525953692033	19	1.27129383175e-05	0.514815123546	25	-0.0	0.2557	25	1.0	1.0	5
tr|F7H8I5|F7H8I5_MACMU	BP	0007275	multicellular organism development	0.274100794546	0.565173718993	7	7.10850896813	0.691829150175	5	0.000316727632999	0.646840349331	475	-0.0	0.2557	562	1.0	1.0	5
tr|F7H8I5|F7H8I5_MACMU	MF	0043167	ion binding	0.0686359970584	0.231848178028	30	1.58495904727	0.487499767483	26	6.4120904404e-06	0.48671222653	27	-0.0	0.2557	27	1.0	1.0	6
tr|F7H8I5|F7H8I5_MACMU	CC	0005886	plasma membrane	0.0890427792088	0.264954100711	50	0.976003402254	0.448147268255	18	2.49342928824e-06	0.447929974503	30	-0.0	0.2557	30	0.28	0.28	6
tr|F7H8I5|F7H8I5_MACMU	BP	0044707	single-multicellular organism process	0.270818240193	0.559848431064	19	6.954181158	0.687603747071	6	0.000284578601099	0.64244558629	485	-0.0	0.2557	563	1.0	1.0	6
tr|F7H8I5|F7H8I5_MACMU	MF	0005488	binding	0.0114882850521	0.13913744484	33	0.0	0.3047	35	3.82406502025e-06	0.465489489258	29	-0.0	0.2557	29	1.0	1.0	7
tr|F7H8I5|F7H8I5_MACMU	CC	0071944	cell periphery	0.0830063910288	0.255161268166	53	0.923684379103	0.444249542142	19	2.2301699417e-06	0.443348450531	31	-0.0	0.2557	31	0.28	0.28	7
tr|F7H8I5|F7H8I5_MACMU	BP	0050793	regulation of developmental process	0.2675355479	0.554522919358	36	6.79440106211	0.683179364521	7	0.000256204733935	0.63813294664	492	-0.0	0.2557	564	1.0	1.0	7
tr|F7H8I5|F7H8I5_MACMU	MF	0005112	Notch binding	0.247984728429	0.522805624931	2	4.07394370923	0.597771865213	4	0.00470347692508	0.757620848632	1	132.21197103	0.844546118228	2	0.24	0.24	8
tr|F7H8I5|F7H8I5_MACMU	CC	0043231	intracellular membrane-bounded organelle	0.0763856927503	0.244420509349	55	0.864369962701	0.439694616553	20	1.98524334103e-06	0.438571682339	32	-0.0	0.2557	32	0.28	0.28	8
tr|F7H8I5|F7H8I5_MACMU	BP	0048856	anatomical structure development	0.265695533981	0.551537864777	46	6.71423088811	0.680939814989	8	0.000241767863932	0.635751514231	499	-0.0	0.2557	565	1.0	1.0	8
tr|F7H8I5|F7H8I5_MACMU	MF	0001190	transcriptional activator activity, RNA polymerase II transcription factor binding	0.241691175427	0.512595593896	3	3.8411083393	0.589273787904	5	0.00264691154274	0.73401510555	2	117.740937308	0.83662996114	3	0.24	0.24	9
tr|F7H8I5|F7H8I5_MACMU	CC	0043227	membrane-bounded organelle	0.0751387648002	0.242397618135	57	0.864369962701	0.439694616553	21	1.94351733734e-06	0.437699481523	33	-0.0	0.2557	33	0.28	0.28	9
tr|F7H8I5|F7H8I5_MACMU	BP	0044767	single-organism developmental process	0.264049272864	0.548867135367	63	6.64384171358	0.678962448826	9	0.00022966386808	0.633642622168	508	-0.0	0.2557	566	1.0	1.0	9
tr|F7H8I5|F7H8I5_MACMU	MF	0098811	transcriptional repressor activity, RNA polymerase II activating transcription factor binding	0.241645801305	0.512521983457	4	3.8394536175	0.589212485132	6	0.00263609899559	0.733847033273	3	117.639341729	0.836571010046	4	0.24	0.24	10
tr|F7H8I5|F7H8I5_MACMU	CC	0043229	intracellular organelle	0.0558735126673	0.2111435996	60	0.714909570216	0.427469976237	24	1.43318321189e-06	0.425192548068	37	-0.0	0.2557	37	0.28	0.28	10
tr|F7H8I5|F7H8I5_MACMU	BP	0032502	developmental process	0.26138033511	0.54453731765	88	6.52354774197	0.675558757462	10	0.000211539017635	0.630267189	516	-0.0	0.2557	567	1.0	1.0	10
tr|F7H8I5|F7H8I5_MACMU	MF	0001191	transcriptional repressor activity, RNA polymerase II transcription factor binding	0.236124741857	0.503565168714	5	3.6438763468	0.581871410457	7	0.00161208352266	0.71365484558	4	105.539431156	0.829158889937	5	0.24	0.24	11
tr|F7H8I5|F7H8I5_MACMU	CC	0043226	organelle	0.0533534944949	0.207055374119	61	0.714909570216	0.427469976237	25	1.38086774282e-06	0.423665695345	39	-0.0	0.2557	39	0.28	0.28	11
tr|F7H8I5|F7H8I5_MACMU	BP	0032501	multicellular organismal process	0.260472059591	0.543063822274	96	6.4757193211	0.674196751644	11	0.000205764255608	0.62913071641	519	-0.0	0.2557	569	1.0	1.0	11
tr|F7H8I5|F7H8I5_MACMU	MF	0031490	chromatin DNA binding	0.233322929192	0.499019788029	6	3.5474613623	0.578179925771	8	0.00126260425381	0.70362179353	5	99.5916544213	0.825197641896	6	0.24	0.24	12
tr|F7H8I5|F7H8I5_MACMU	CC	0044424	intracellular part	0.00893686858548	0.134998281906	67	0.307894793034	0.385268965721	34	7.74220340499e-07	0.399907933065	42	-0.0	0.2557	42	0.28	0.28	12
tr|F7H8I5|F7H8I5_MACMU	BP	0007165	signal transduction	0.201383369219	0.447204239885	603	4.2479182577	0.603964148444	174	4.5806049486e-05	0.567445664317	607	-0.0	0.2557	626	1.0	1.0	12
tr|F7H8I5|F7H8I5_MACMU	MF	0001047	core promoter binding	0.228726698739	0.491563323365	9	3.39341278624	0.572176087733	9	0.00085291704219	0.687515210059	6	90.1142550075	0.818368641565	7	0.24	0.24	13
tr|F7H8I5|F7H8I5_MACMU	CC	0005622	intracellular	0.0	0.1205	68	0.307894793034	0.385268965721	35	6.70864076599e-07	0.394024447198	44	-0.0	0.2557	44	0.28	0.28	13
tr|F7H8I5|F7H8I5_MACMU	BP	0044700	single organism signaling	0.200928536078	0.44646636408	605	4.2479182577	0.603964148444	175	4.53714167218e-05	0.567054204514	608	-0.0	0.2557	627	1.0	1.0	13
tr|F7H8I5|F7H8I5_MACMU	MF	0001076	transcription factor activity, RNA polymerase II transcription factor binding	0.211576532786	0.463740609138	10	2.86628205543	0.550525017494	10	0.000220832603559	0.632032584334	8	58.1147826636	0.788412666329	8	0.24	0.24	14
tr|F7H8I5|F7H8I5_MACMU	CC	0044464	cell part	0.0	0.1205	70	0.0	0.3047	70	5.10677554554e-07	0.382822122714	48	-0.0	0.2557	48	0.28	0.28	14
tr|F7H8I5|F7H8I5_MACMU	BP	0023052	signaling	0.200904133174	0.446426775248	606	4.2479182577	0.603964148444	176	4.53482490602e-05	0.567033233004	609	-0.0	0.2557	628	1.0	1.0	14
tr|F7H8I5|F7H8I5_MACMU	MF	0003682	chromatin binding	0.205792927458	0.454357866214	11	2.70659117566	0.543578986142	11	0.000146546391307	0.615195400757	9	48.6851443321	0.776322186297	9	0.24	0.24	15
tr|F7H8I5|F7H8I5_MACMU	CC	0005623	cell	0.0	0.1205	69	0.0	0.3047	69	5.00030868488e-07	0.381957048098	49	-0.0	0.2557	49	0.28	0.28	15
tr|F7H8I5|F7H8I5_MACMU	BP	0007154	cell communication	0.196756579297	0.439698198593	621	4.16991591566	0.601203801066	189	4.1623980673e-05	0.563514591924	613	-0.0	0.2557	630	1.0	1.0	15
tr|F7H8I5|F7H8I5_MACMU	CC	0002193	MAML1-RBP-Jkappa- ICN1 complex	0.270457686793	0.559263505284	1	5.17304555312	0.634947674206	1	0.0416103619686	0.839217898855	1	199.823908117	0.872751939903	1	0.25	0.25	16
tr|F7H8I5|F7H8I5_MACMU	MF	0044212	transcription regulatory region DNA binding	0.202456429148	0.448945065007	12	2.61930607652	0.539695605881	12	0.000116975190625	0.605941290723	10	43.593980441	0.768779223806	10	0.24	0.24	16
tr|F7H8I5|F7H8I5_MACMU	BP	0051716	cellular response to stimulus	0.180672705459	0.413605330067	681	3.70043165531	0.584014068042	305	3.04541924129e-05	0.550685280238	640	-0.0	0.2557	656	1.0	1.0	16
tr|F7H8I5|F7H8I5_MACMU	CC	0016324	apical plasma membrane	0.229634985046	0.493036836241	2	3.40207299418	0.57251717835	2	0.000974428715536	0.692983953598	2	88.4900883274	0.817126595621	2	0.25	0.25	17
tr|F7H8I5|F7H8I5_MACMU	MF	0000975	regulatory region DNA binding	0.201473950733	0.447351190274	13	2.59402885774	0.538558962131	13	0.000109635921529	0.603280734346	11	42.1451191957	0.76647100843	11	0.24	0.24	17
tr|F7H8I5|F7H8I5_MACMU	BP	0006355	regulation of transcription, DNA-templated	0.167151963676	0.391670630671	708	3.32192085679	0.569343515508	417	2.39485732275e-05	0.540817949729	655	-0.0	0.2557	666	1.0	1.0	17
tr|F7H8I5|F7H8I5_MACMU	CC	0045177	apical part of cell	0.225166932513	0.485788314616	4	3.25135349413	0.566517523804	3	0.000673234842509	0.677801725062	3	79.2804271034	0.809621574326	3	0.25	0.25	18
tr|F7H8I5|F7H8I5_MACMU	MF	0001067	regulatory region nucleic acid binding	0.201460227292	0.447328926736	14	2.59354487156	0.538537144759	14	0.000109537289583	0.603243778844	12	42.1250453897	0.766438474015	12	0.24	0.24	18
tr|F7H8I5|F7H8I5_MACMU	BP	1903506	regulation of nucleic acid-templated transcription	0.166961380887	0.391361448214	709	3.32192085679	0.569343515508	418	2.38707971459e-05	0.540684385079	657	-0.0	0.2557	667	1.0	1.0	18
tr|F7H8I5|F7H8I5_MACMU	CC	0043235	receptor complex	0.218155546236	0.474413742659	6	3.0395049777	0.55784423759	4	0.000388130653091	0.655187839737	4	65.6177726246	0.796704883181	4	0.25	0.25	19
tr|F7H8I5|F7H8I5_MACMU	MF	0000989	transcription factor activity, transcription factor binding	0.197264142878	0.440521618991	15	2.48914586098	0.533782434405	16	8.37291148693e-05	0.592211849057	15	36.2024236427	0.756091419187	15	0.24	0.24	19
tr|F7H8I5|F7H8I5_MACMU	BP	2001141	regulation of RNA biosynthetic process	0.165574447044	0.389111425439	711	3.32192085679	0.569343515508	419	2.33148691862e-05	0.53971682607	662	-0.0	0.2557	672	1.0	1.0	19
tr|F7H8I5|F7H8I5_MACMU	CC	0005912	adherens junction	0.21787539633	0.473959255467	7	3.0170679038	0.556908174527	5	0.000378149086669	0.65411808341	5	65.0931616093	0.796156713607	5	0.25	0.25	20
tr|F7H8I5|F7H8I5_MACMU	MF	0004857	enzyme inhibitor activity	0.195066208049	0.436955909317	16	2.43625892738	0.531335708608	17	7.31129730602e-05	0.586644895502	16	33.2739840994	0.750331141661	16	0.24	0.24	20
tr|F7H8I5|F7H8I5_MACMU	BP	0051252	regulation of RNA metabolic process	0.164735953977	0.387751138136	712	3.32192085679	0.569343515508	420	2.2987176831e-05	0.539135630468	663	-0.0	0.2557	673	1.0	1.0	20
tr|F7H8I5|F7H8I5_MACMU	CC	0070161	anchoring junction	0.217383599774	0.473161413913	8	3.00179527388	0.556269016039	6	0.000364181453148	0.652572737509	6	64.1763434951	0.795188031027	6	0.25	0.25	21
tr|F7H8I5|F7H8I5_MACMU	MF	0046982	protein heterodimerization activity	0.194976527744	0.436810420959	17	2.43407348572	0.531234034225	18	7.27150557908e-05	0.586420816171	17	33.1570725617	0.750090775255	17	0.24	0.24	21
tr|F7H8I5|F7H8I5_MACMU	BP	0019219	regulation of nucleobase-containing compound metabolic process	0.163797730645	0.386229058426	713	3.16991809454	0.563217910374	453	2.26277997407e-05	0.538488635566	665	-0.0	0.2557	675	1.0	1.0	21
tr|F7H8I5|F7H8I5_MACMU	CC	0098590	plasma membrane region	0.209853938366	0.460946044211	11	2.77656358741	0.546647104087	7	0.000209063907909	0.629783934261	7	50.8239894381	0.779258283236	7	0.25	0.25	22
tr|F7H8I5|F7H8I5_MACMU	MF	0019899	enzyme binding	0.186818688485	0.423575958329	18	2.25072798788	0.522535231764	20	4.53350358372e-05	0.567021267514	18	23.3823963001	0.726238949417	18	0.24	0.24	22
tr|F7H8I5|F7H8I5_MACMU	BP	2000112	regulation of cellular macromolecule biosynthetic process	0.163153388494	0.385183742153	714	3.16991809454	0.563217910374	454	2.23853530775e-05	0.538046322347	667	-0.0	0.2557	677	1.0	1.0	22
tr|F7H8I5|F7H8I5_MACMU	CC	0030054	cell junction	0.199307809079	0.443837058669	17	2.48980467735	0.533812748674	9	0.000103003088379	0.600718339882	9	34.4738496763	0.75275033013	9	0.25	0.25	23
tr|F7H8I5|F7H8I5_MACMU	MF	0030234	enzyme regulator activity	0.174953928975	0.404327758976	19	2.01442517508	0.510783008866	21	2.46981997972e-05	0.542083485001	19	12.2760128014	0.682237225892	19	0.24	0.24	23
tr|F7H8I5|F7H8I5_MACMU	BP	0050896	response to stimulus	0.162286214672	0.383776926062	717	3.16991809454	0.563217910374	455	2.20645446953e-05	0.53745362713	668	-0.0	0.2557	678	1.0	1.0	23
tr|F7H8I5|F7H8I5_MACMU	MF	0005102	receptor binding	0.172349867529	0.400103190092	20	1.96630330816	0.508306609171	22	2.18688525042e-05	0.537087838231	20	10.3384647389	0.670506656554	20	0.24	0.24	24
tr|F7H8I5|F7H8I5_MACMU	CC	0012505	endomembrane system	0.16428834746	0.387024986085	30	1.75998701339	0.49732885714	14	1.7007067091e-05	0.526763941953	17	2.96769123181	0.585274788992	21	0.25	0.25	24
tr|F7H8I5|F7H8I5_MACMU	BP	0010556	regulation of macromolecule biosynthetic process	0.16161168451	0.382682635781	720	3.16991809454	0.563217910374	456	2.18192688809e-05	0.536994636492	669	-0.0	0.2557	679	1.0	1.0	24
tr|F7H8I5|F7H8I5_MACMU	MF	0098772	molecular function regulator	0.169585370191	0.395618346062	21	1.9196975432	0.505879174099	23	1.93007595117e-05	0.531958667528	21	8.47846843177	0.656961911683	21	0.24	0.24	25
tr|F7H8I5|F7H8I5_MACMU	CC	0044459	plasma membrane part	0.147516814876	0.359816528773	39	1.50991270021	0.483119589325	15	9.10906195255e-06	0.501127751891	21	-0.0	0.2557	23	0.25	0.25	25
tr|F7H8I5|F7H8I5_MACMU	BP	0031326	regulation of cellular biosynthetic process	0.161428002103	0.382384647812	721	3.16991809454	0.563217910374	457	2.17531138262e-05	0.536869955285	670	-0.0	0.2557	680	1.0	1.0	25
tr|F7H8I5|F7H8I5_MACMU	MF	0000988	transcription factor activity, protein binding	0.169489024046	0.39546204371	22	1.91693657163	0.505734450821	24	1.9218390383e-05	0.531783062324	22	8.41729231768	0.656467381114	22	0.24	0.24	26
tr|F7H8I5|F7H8I5_MACMU	CC	0043234	protein complex	0.118352721851	0.31250362066	48	1.17294171956	0.461955134069	17	3.93536953327e-06	0.466667533036	29	-0.0	0.2557	29	0.25	0.25	26
tr|F7H8I5|F7H8I5_MACMU	BP	0009889	regulation of biosynthetic process	0.161364092605	0.382280967433	722	3.16991809454	0.563217910374	458	2.17301595305e-05	0.536826605123	671	-0.0	0.2557	681	1.0	1.0	26
tr|F7H8I5|F7H8I5_MACMU	MF	0046983	protein dimerization activity	0.163443763972	0.385654818292	23	1.8162683203	0.500384587149	25	1.48413567793e-05	0.52117110564	23	5.0658882567	0.621792539134	23	0.24	0.24	27
tr|F7H8I5|F7H8I5_MACMU	CC	0032991	macromolecular complex	0.081468686359	0.25266664988	54	0.843858140724	0.438083263325	22	1.80593711475e-06	0.434684866271	34	-0.0	0.2557	34	0.25	0.25	27
tr|F7H8I5|F7H8I5_MACMU	BP	0010468	regulation of gene expression	0.15954633041	0.379332011824	725	3.16991809454	0.563217910374	459	2.10907177254e-05	0.535600220515	674	-0.0	0.2557	682	1.0	1.0	27
tr|F7H8I5|F7H8I5_MACMU	MF	0043565	sequence-specific DNA binding	0.141822914725	0.350579314558	24	1.50969496002	0.483106724172	27	6.76315976923e-06	0.488900924198	26	-0.0	0.2557	26	0.24	0.24	28
tr|F7H8I5|F7H8I5_MACMU	CC	0044444	cytoplasmic part	0.0708528051504	0.235444505795	59	0.723820095033	0.428232700191	23	1.4969665026e-06	0.426980412816	36	-0.0	0.2557	36	0.25	0.25	28
tr|F7H8I5|F7H8I5_MACMU	BP	0051171	regulation of nitrogen compound metabolic process	0.157730078885	0.376385506975	727	2.99999346335	0.556193503271	497	2.04769002885e-05	0.534387489196	679	-0.0	0.2557	683	1.0	1.0	28
tr|F7H8I5|F7H8I5_MACMU	MF	0005515	protein binding	0.125135025254	0.32350655147	27	1.3193750358	0.471482602974	28	4.14357752241e-06	0.468784371635	28	-0.0	0.2557	28	0.24	0.24	29
tr|F7H8I5|F7H8I5_MACMU	CC	0005737	cytoplasm	0.0242488735248	0.159838947519	66	0.443808259337	0.401430694632	28	7.6669922362e-07	0.399507108105	43	-0.0	0.2557	43	0.25	0.25	29
tr|F7H8I5|F7H8I5_MACMU	BP	0080090	regulation of primary metabolic process	0.157377378959	0.375813321886	728	2.99999346335	0.556193503271	498	2.03605084502e-05	0.534153436059	681	-0.0	0.2557	685	1.0	1.0	29
tr|F7H8I5|F7H8I5_MACMU	CC	0009986	cell surface	0.206336029382	0.455238940466	13	2.58174426978	0.538004559985	8	0.000155087006518	0.617521213631	8	43.0342794336	0.767896774736	8	0.24	0.24	30
tr|F7H8I5|F7H8I5_MACMU	MF	0003700	transcription factor activity, sequence-specific DNA binding	0.115563680248	0.307978958466	28	1.21630482714	0.464835577942	29	3.24070492195e-06	0.458693109803	30	-0.0	0.2557	30	0.24	0.24	30
tr|F7H8I5|F7H8I5_MACMU	BP	0031323	regulation of cellular metabolic process	0.156541843038	0.374457831961	730	2.99999346335	0.556193503271	499	2.00883249638e-05	0.533600835566	682	-0.0	0.2557	686	1.0	1.0	30
tr|F7H8I5|F7H8I5_MACMU	CC	0031410	cytoplasmic vesicle	0.191954345462	0.431907534643	18	2.22779632766	0.521422677835	10	6.22892890078e-05	0.580066412743	10	23.5868314858	0.726833422337	10	0.24	0.24	31
tr|F7H8I5|F7H8I5_MACMU	MF	0001071	nucleic acid binding transcription factor activity	0.115122896765	0.307263875421	29	1.21630482714	0.464835577942	30	3.20595007296e-06	0.458250384723	31	-0.0	0.2557	31	0.24	0.24	31
tr|F7H8I5|F7H8I5_MACMU	BP	0060255	regulation of macromolecule metabolic process	0.156535030218	0.374446779523	731	2.99999346335	0.556193503271	500	2.00861259024e-05	0.533596340497	683	-0.0	0.2557	687	1.0	1.0	31
tr|F7H8I5|F7H8I5_MACMU	CC	0097708	intracellular vesicle	0.191925674146	0.431861021167	19	2.22655101401	0.521362096571	11	6.21854465151e-05	0.579997904484	11	23.5536509492	0.726737288436	11	0.24	0.24	32
tr|F7H8I5|F7H8I5_MACMU	MF	0003677	DNA binding	0.0573276020756	0.213502568847	31	0.754847480011	0.430852604472	31	1.05236856441e-06	0.412510978468	32	-0.0	0.2557	32	0.24	0.24	32
tr|F7H8I5|F7H8I5_MACMU	BP	0019222	regulation of metabolic process	0.15487362297	0.371751478544	736	2.99999346335	0.556193503271	501	1.95594310915e-05	0.532505304679	686	-0.0	0.2557	689	1.0	1.0	32
tr|F7H8I5|F7H8I5_MACMU	CC	0031982	vesicle	0.182794031943	0.417046758021	20	2.03129369657	0.511644065526	12	3.76227697814e-05	0.559364780359	13	14.1802648133	0.692084918179	12	0.24	0.24	33
tr|F7H8I5|F7H8I5_MACMU	MF	0003676	nucleic acid binding	0.020051449066	0.15302946582	32	0.537764195101	0.411178655306	32	6.33226647767e-07	0.391653719307	33	-0.0	0.2557	33	0.24	0.24	33
tr|F7H8I5|F7H8I5_MACMU	BP	0050794	regulation of cellular process	0.129133480163	0.329993244868	751	2.32192303568	0.525953692033	578	1.33496103856e-05	0.516821600915	698	-0.0	0.2557	699	1.0	1.0	33
tr|F7H8I5|F7H8I5_MACMU	CC	0005783	endoplasmic reticulum	0.180431965393	0.413214777457	21	1.98301607182	0.509170064222	13	3.33367962868e-05	0.554398669198	14	12.150224436	0.681533870453	13	0.24	0.24	34
tr|F7H8I5|F7H8I5_MACMU	MF	1901363	heterocyclic compound binding	0.0	0.1205	34	0.26888209755	0.379991779219	33	3.24013867066e-07	0.364141790807	34	-0.0	0.2557	34	0.24	0.24	34
