nid	isquery	qpid	spid	qcov	scov	bits	pide	lali	desc	species	qseq	genename
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3FJ10|G3FJ10_MACFA	0.396378269617706	1.01025641025641	397	0.9645	197	TRIM5alpha (Fragment)	Macaca fascicularis	n.d.	TRIM5alpha
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F7I1D9|F7I1D9_CALJA	0.909456740442656	1.03196347031963	405	0.469	452	Uncharacterized protein	Callithrix jacchus	n.d.	TRIM22
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F7D9E9|F7D9E9_CALJA	0.895372233400402	1.04705882352941	403	0.4764	445	Uncharacterized protein	Callithrix jacchus	n.d.	TRIM22
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3FJ12|G3FJ12_MACFA	0.396378269617706	1.01025641025641	393	0.9543	197	TRIM5alpha (Fragment)	Macaca fascicularis	n.d.	TRIM5alpha
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A1A6HQ14|A0A1A6HQ14_NEOLE	1.10261569416499	1.18872017353579	402	0.4234	548	Uncharacterized protein	Neotoma lepida	n.d.	A6R68_21458
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A091E4I7|A0A091E4I7_FUKDA	1.01609657947686	1.13483146067416	401	0.4812	505	Tripartite motif-containing protein 34	Fukomys damarensis	n.d.	H920_00963
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q50EX4|Q50EX4_9PRIM	0.396378269617706	1.01025641025641	391	0.9492	197	TRIM5 (Fragment)	Presbytis senex	n.d.	TRIM5
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3FJ14|G3FJ14_MACFA	0.396378269617706	1.01025641025641	391	0.9492	197	TRIM5alpha (Fragment)	Macaca fascicularis	n.d.	TRIM5alpha
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3FJ13|G3FJ13_MACFA	0.396378269617706	1.01025641025641	391	0.9492	197	TRIM5alpha (Fragment)	Macaca fascicularis	n.d.	TRIM5alpha
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F1CYP0|F1CYP0_MACAS	0.394366197183099	1.01030927835052	389	0.949	196	TRIM5 (Fragment)	Macaca assamensis	n.d.	TRIM5
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G5BS55|G5BS55_HETGA	1.01609657947686	1.13483146067416	398	0.4733	505	Tripartite motif-containing protein 34	Heterocephalus glaber	n.d.	GW7_03846
6	0	sp|Q0PF16|TRIM5_MACMU	tr|E7EQQ5|E7EQQ5_HUMAN	0.424547283702213	1.00956937799043	389	0.91	211	Tripartite motif-containing protein 5 (Fragment)	Homo sapiens	n.d.	TRIM5
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F1CYP1|F1CYP1_MACAS	0.394366197183099	1.01030927835052	387	0.9439	196	TRIM5 (Fragment)	Macaca assamensis	n.d.	TRIM5
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q50EW9|Q50EW9_CHLSB	0.432595573440644	1	384	0.8698	215	TRIM5 (Fragment)	Chlorocebus sabaeus	n.d.	TRIM5
6	0	sp|Q0PF16|TRIM5_MACMU	tr|I3LAG2|I3LAG2_PIG	0.993963782696177	0.746223564954683	395	0.4656	494	Uncharacterized protein	Sus scrofa	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|I3LAG2|I3LAG2_PIG	0.378269617706237	0.283987915407855	182	0.5106	188	Uncharacterized protein	Sus scrofa	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|H0VY60|H0VY60_CAVPO	0.997987927565392	1.06437768240343	389	0.4315	496	Uncharacterized protein	Cavia porcellus	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q05CU3|Q05CU3_HUMAN	0.412474849094567	0.936073059360731	378	0.9073	205	TRIM5 protein (Fragment)	Homo sapiens	n.d.	TRIM5
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A8IMF5|A8IMF5_MACNE	0.38430583501006	1.01058201058201	376	0.9424	191	TRIM5 (Fragment)	Macaca nemestrina	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q8CC73|Q8CC73_MOUSE	0.76056338028169	1.0299727520436	380	0.5106	378	Putative uncharacterized protein	Mus musculus	n.d.	Trim12c
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A8IMG5|A8IMG5_MACNE	0.38430583501006	1.01058201058201	372	0.9372	191	TRIM5 (Fragment)	Macaca nemestrina	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A077B323|A0A077B323_TUPBE	0.571428571428571	0.876543209876543	377	0.6549	284	TRIM5-CypA fushion protein	Tupaia belangeri	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A0B8RS69|A0A0B8RS69_PIG	0.847082494969819	1.04466501240695	376	0.4917	421	Tripartite motif containing 34	Sus scrofa domesticus	n.d.	TRIM34
6	0	sp|Q0PF16|TRIM5_MACMU	tr|L7RET5|L7RET5_HUMAN	0.412474849094567	1.00985221674877	362	0.839	205	TRIM5 (Fragment)	Homo sapiens	n.d.	TRIM5
6	0	sp|Q0PF16|TRIM5_MACMU	tr|U6DIU8|U6DIU8_NEOVI	0.89738430583501	1.04694835680751	368	0.4574	446	E3 ubiquitin-protein ligase TRIM22 (Fragment)	Neovison vison	n.d.	TRI22
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3RFQ9|G3RFQ9_GORGO	0.61569416498994	0.453333333333333	373	0.5948	306	Uncharacterized protein	Gorilla gorilla gorilla	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3RFQ9|G3RFQ9_GORGO	0.744466800804829	0.548148148148148	301	0.5189	370	Uncharacterized protein	Gorilla gorilla gorilla	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q6P0L0|Q6P0L0_HUMAN	0.776659959758551	0.977215189873418	360	0.5026	386	TRIM6 protein	Homo sapiens	n.d.	TRIM6
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A0K0M6H9|A0A0K0M6H9_HYLPI	0.396378269617706	1.01025641025641	353	0.8477	197	TRIM5 alpha (Fragment)	Hylobates pileatus	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A0K0M6M7|A0A0K0M6M7_HYLAG	0.396378269617706	1.01025641025641	353	0.8477	197	TRIM5 alpha (Fragment)	Hylobates agilis	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3SE48|G3SE48_GORGO	0.655935613682093	0.386255924170616	374	0.5675	326	Uncharacterized protein	Gorilla gorilla gorilla	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3SE48|G3SE48_GORGO	1.00804828973843	0.593601895734597	333	0.4531	501	Uncharacterized protein	Gorilla gorilla gorilla	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q50EX1|Q50EX1_HYLLA	0.396378269617706	1.01025641025641	351	0.8426	197	TRIM5 (Fragment)	Hylobates lar	n.d.	TRIM5
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F1RHN8|F1RHN8_PIG	1.01006036217304	1.07036247334755	361	0.4124	502	Uncharacterized protein	Sus scrofa	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A061I9G3|A0A061I9G3_CRIGR	0.748490945674044	1.09411764705882	356	0.5108	372	Tripartite motif-containing protein 30	Cricetulus griseus	n.d.	H671_3g9750
6	0	sp|Q0PF16|TRIM5_MACMU	tr|K9IVI6|K9IVI6_PIG	1.01006036217304	1.07036247334755	360	0.4104	502	Tripartite motif containing 21	Sus scrofa	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|M3WDT9|M3WDT9_FELCA	0.585513078470825	0.996575342465753	352	0.5911	291	Uncharacterized protein	Felis catus	n.d.	TRIM5
6	0	sp|Q0PF16|TRIM5_MACMU	tr|C7E3P9|C7E3P9_PIG	1.01006036217304	1.07036247334755	359	0.4124	502	Tripartite motif-containing protein 21	Sus scrofa	n.d.	Trim21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|C6KED5|C6KED5_FELCA	0.585513078470825	0.976510067114094	352	0.5911	291	Truncated tri-partite motif protein 5	Felis catus	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F1MV78|F1MV78_BOVIN	0.734406438631791	1.0672514619883	354	0.526	365	Uncharacterized protein	Bos taurus	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A0D9QW70|A0A0D9QW70_CHLSB	1.01006036217304	1.05684210526316	357	0.4163	502	Uncharacterized protein	Chlorocebus sabaeus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A096NAM1|A0A096NAM1_PAPAN	1.01006036217304	1.07264957264957	357	0.4143	502	Uncharacterized protein	Papio anubis	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F7C1A0|F7C1A0_MACMU	1.01006036217304	1.05684210526316	355	0.4143	502	E3 ubiquitin-protein ligase TRIM21	Macaca mulatta	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|S7MLB2|S7MLB2_MYOBR	0.837022132796781	0.97196261682243	352	0.4688	416	E3 ubiquitin-protein ligase TRIM22	Myotis brandtii	n.d.	D623_10002289
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A0K0M6X0|A0A0K0M6X0_NOMGA	0.396378269617706	1.01025641025641	343	0.8274	197	TRIM5 alpha (Fragment)	Nomascus gabriellae	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A0K0M707|A0A0K0M707_PANPA	0.396378269617706	1.01025641025641	343	0.8376	197	TRIM5 alpha (Fragment)	Pan paniscus	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F7ALH2|F7ALH2_CALJA	1.00603621730382	1.05263157894737	352	0.41	500	E3 ubiquitin-protein ligase TRIM21	Callithrix jacchus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q32PG8|Q32PG8_BOVIN	0.585513078470825	0.759791122715405	347	0.5876	291	TRIM22 protein (Fragment)	Bos taurus	n.d.	TRIM22
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F7ASY1|F7ASY1_CALJA	1.00603621730382	1.05263157894737	349	0.408	500	Uncharacterized protein	Callithrix jacchus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|L8HSI6|L8HSI6_9CETA	1.01006036217304	1.04365904365904	348	0.4064	502	E3 ubiquitin-protein ligase TRIM21 (Fragment)	Bos mutus	n.d.	M91_11041
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G1P0S5|G1P0S5_MYOLU	1.00804828973843	1.06369426751592	348	0.4052	501	Uncharacterized protein (Fragment)	Myotis lucifugus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	sp|P19474|RO52_HUMAN	1.01006036217304	1.05684210526316	347	0.4084	502	E3 ubiquitin-protein ligase TRIM21	Homo sapiens	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|H2Q2Y1|H2Q2Y1_PANTR	1.01006036217304	1.05684210526316	347	0.4084	502	Tripartite motif containing 21	Pan troglodytes	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	sp|Q7YRV4|RO52_BOVIN	1.01006036217304	1.07036247334755	347	0.4044	502	E3 ubiquitin-protein ligase TRIM21	Bos taurus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3QUH3|G3QUH3_GORGO	1.01006036217304	1.05684210526316	347	0.4064	502	Uncharacterized protein	Gorilla gorilla gorilla	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G1S6A6|G1S6A6_NOMLE	1.01006036217304	1.05684210526316	346	0.4064	502	Uncharacterized protein	Nomascus leucogenys	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|W5NS41|W5NS41_SHEEP	1.00804828973843	1.07051282051282	345	0.4032	501	Uncharacterized protein	Ovis aries	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G7PQZ5|G7PQZ5_MACFA	1.01810865191147	1.05636743215031	344	0.417	506	E3 ubiquitin-protein ligase TRIM21	Macaca fascicularis	n.d.	EGM_05976
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F6ZU58|F6ZU58_MACMU	1.01810865191147	1.05636743215031	344	0.417	506	E3 ubiquitin-protein ligase TRIM21	Macaca mulatta	n.d.	EGK_06622
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F6UUI3|F6UUI3_CALJA	1.02816901408451	1.21957040572792	341	0.4051	511	Uncharacterized protein	Callithrix jacchus	n.d.	TRIM22
6	0	sp|Q0PF16|TRIM5_MACMU	tr|L5LYZ2|L5LYZ2_MYODS	1.01207243460765	0.950850661625709	343	0.3996	503	E3 ubiquitin-protein ligase TRIM21	Myotis davidii	n.d.	MDA_GLEAN10003546
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F7ADG7|F7ADG7_HORSE	1.01006036217304	1.0635593220339	340	0.4064	502	Uncharacterized protein	Equus caballus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|K7ZLC6|K7ZLC6_FELCA	0.979879275653924	1.03837953091684	339	0.4045	487	Tripartite motif 21	Felis catus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3TCN4|G3TCN4_LOXAF	0.977867203219316	1.08968609865471	334	0.4012	486	Uncharacterized protein	Loxodonta africana	n.d.	LOC100670565
6	0	sp|Q0PF16|TRIM5_MACMU	tr|L5L2E9|L5L2E9_PTEAL	1.01207243460765	1.06794055201699	335	0.3817	503	52 kDa Ro protein	Pteropus alecto	n.d.	PAL_GLEAN10000640
6	0	sp|Q0PF16|TRIM5_MACMU	tr|C1FY33|C1FY33_DASNO	0.503018108651911	0.600961538461538	332	0.632	250	Tripartite motif-containing 6 isoform 2 (Predicted)	Dasypus novemcinctus	n.d.	TRIM6
6	0	sp|Q0PF16|TRIM5_MACMU	tr|C1FY33|C1FY33_DASNO	0.340040241448692	0.40625	154	0.4556	169	Tripartite motif-containing 6 isoform 2 (Predicted)	Dasypus novemcinctus	n.d.	TRIM6
6	0	sp|Q0PF16|TRIM5_MACMU	tr|H0UXG5|H0UXG5_CAVPO	0.577464788732394	0.972881355932203	327	0.5714	287	Uncharacterized protein	Cavia porcellus	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F6ZTL1|F6ZTL1_MACMU	0.766599597585513	0.976923076923077	330	0.4934	381	Uncharacterized protein	Macaca mulatta	n.d.	TRIM34
6	0	sp|Q0PF16|TRIM5_MACMU	tr|K9IL52|K9IL52_DESRO	1.01408450704225	1.07692307692308	332	0.3889	504	Putative e3 ubiquitin-protein ligase trim21	Desmodus rotundus	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|M3VWG7|M3VWG7_FELCA	1.01207243460765	1.0244399185336	332	0.3917	503	Uncharacterized protein	Felis catus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A1S3F1I4|A0A1S3F1I4_DIPOR	1	1.04411764705882	332	0.3964	497	E3 ubiquitin-protein ligase TRIM21	Dipodomys ordii	n.d.	Trim21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3MWU8|G3MWU8_BOVIN	1.07444668008048	1.04093567251462	332	0.382	534	E3 ubiquitin-protein ligase TRIM21	Bos taurus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G1M984|G1M984_AILME	1.00804828973843	1.0682302771855	330	0.3932	501	Uncharacterized protein	Ailuropoda melanoleuca	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q5RFC9|Q5RFC9_PONAB	0.531187122736419	1	321	0.5947	264	Putative uncharacterized protein DKFZp469D1621	Pongo abelii	n.d.	DKFZp469D1621
6	0	sp|Q0PF16|TRIM5_MACMU	tr|U6CS84|U6CS84_NEOVI	0.985915492957746	1.04700854700855	327	0.3857	490	E3 ubiquitin-protein ligase TRIM21	Neovison vison	n.d.	RO52
6	0	sp|Q0PF16|TRIM5_MACMU	tr|M3YGH0|M3YGH0_MUSPF	0.985915492957746	1.04700854700855	326	0.3816	490	Uncharacterized protein	Mustela putorius furo	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|M3YF39|M3YF39_MUSPF	0.593561368209256	0.996621621621622	320	0.5424	295	Uncharacterized protein	Mustela putorius furo	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G9KV12|G9KV12_MUSPF	0.949698189134809	1.06067415730337	324	0.3898	472	Tripartite motif-containing 21 (Fragment)	Mustela putorius furo	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|E2R173|E2R173_CANLF	0.983903420523139	1.04264392324094	324	0.3845	489	Uncharacterized protein	Canis lupus familiaris	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|I3M569|I3M569_ICTTR	0.967806841046278	1.01050420168067	324	0.4033	481	Uncharacterized protein	Ictidomys tridecemlineatus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|H0VKV8|H0VKV8_CAVPO	1.00603621730382	1.06157112526539	323	0.384	500	Uncharacterized protein	Cavia porcellus	n.d.	TRIM21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q921V6|Q921V6_MOUSE	0.953722334004024	1.00851063829787	320	0.384	474	Trim21 protein	Mus musculus	n.d.	Trim21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q3U7K7|Q3U7K7_MOUSE	0.953722334004024	1.02597402597403	318	0.384	474	E3 ubiquitin-protein ligase TRIM21	Mus musculus	n.d.	Trim21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A0R4J1B5|A0A0R4J1B5_MOUSE	0.613682092555332	1.02693602693603	313	0.5148	305	Tripartite motif-containing protein 12A	Mus musculus	n.d.	Trim12a
6	0	sp|Q0PF16|TRIM5_MACMU	tr|S9Y8Y1|S9Y8Y1_CAMFR	0.587525150905433	0.979865771812081	312	0.5788	292	Tripartite motif-containing protein 34	Camelus ferus	n.d.	CB1_000829016
6	0	sp|Q0PF16|TRIM5_MACMU	tr|S7PCK6|S7PCK6_MYOBR	0.905432595573441	0.803571428571429	321	0.4378	450	E3 ubiquitin-protein ligase TRIM22	Myotis brandtii	n.d.	D623_10001879
6	0	sp|Q0PF16|TRIM5_MACMU	tr|S7PCK6|S7PCK6_MYOBR	0.187122736418511	0.166071428571429	135	0.6559	93	E3 ubiquitin-protein ligase TRIM22	Myotis brandtii	n.d.	D623_10001879
6	0	sp|Q0PF16|TRIM5_MACMU	sp|Q62191|RO52_MOUSE	0.953722334004024	1.00851063829787	318	0.3819	474	E3 ubiquitin-protein ligase TRIM21	Mus musculus	n.d.	Trim21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|D2I0C8|D2I0C8_AILME	1.01810865191147	1.06976744186047	318	0.3893	506	Putative uncharacterized protein (Fragment)	Ailuropoda melanoleuca	n.d.	PANDA_018608
6	0	sp|Q0PF16|TRIM5_MACMU	tr|Q3UCL2|Q3UCL2_MOUSE	0.953722334004024	1.02597402597403	317	0.3819	474	Putative uncharacterized protein	Mus musculus	n.d.	Trim21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A091D0F9|A0A091D0F9_FUKDA	1.00603621730382	1.07296137339056	315	0.386	500	E3 ubiquitin-protein ligase TRIM21	Fukomys damarensis	n.d.	H920_14587
6	0	sp|Q0PF16|TRIM5_MACMU	tr|C9JWC5|C9JWC5_HUMAN	0.653923541247485	1.0655737704918	309	0.4862	325	E3 ubiquitin-protein ligase TRIM22 (Fragment)	Homo sapiens	n.d.	TRIM22
6	0	sp|Q0PF16|TRIM5_MACMU	tr|D4ACF2|D4ACF2_RAT	0.985915492957746	1.04033970276008	312	0.3776	490	Tripartite motif protein 21 (Predicted), isoform CRA_a	Rattus norvegicus	n.d.	Trim21
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F1N434|F1N434_BOVIN	0.71830985915493	1.0625	306	0.4902	357	Uncharacterized protein	Bos taurus	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|L5MJ96|L5MJ96_MYODS	0.832997987927565	0.487058823529412	320	0.4614	414	E3 ubiquitin-protein ligase TRIM22	Myotis davidii	n.d.	MDA_GLEAN10001989
6	0	sp|Q0PF16|TRIM5_MACMU	tr|L5MJ96|L5MJ96_MYODS	0.189134808853119	0.110588235294118	97.1	0.4894	94	E3 ubiquitin-protein ligase TRIM22	Myotis davidii	n.d.	MDA_GLEAN10001989
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A091DZV2|A0A091DZV2_FUKDA	0.698189134808853	1.05151515151515	303	0.4669	347	Tripartite motif-containing protein 5	Fukomys damarensis	n.d.	H920_00964
6	0	sp|Q0PF16|TRIM5_MACMU	tr|B4DQS5|B4DQS5_HUMAN	0.714285714285714	1.01719197707736	304	0.462	355	cDNA FLJ51049, highly similar to Tripartite motif-containing protein 22	Homo sapiens	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	tr|E1BQ22|E1BQ22_BOVIN	1.03018108651911	1.03434343434343	308	0.3418	512	Uncharacterized protein	Bos taurus	n.d.	TRIM68
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3R4G7|G3R4G7_GORGO	1.02816901408451	1.05360824742268	307	0.3425	511	Uncharacterized protein	Gorilla gorilla gorilla	n.d.	TRIM68
6	0	sp|Q0PF16|TRIM5_MACMU	tr|I3NC42|I3NC42_ICTTR	0.503018108651911	0.819672131147541	300	0.6	250	Uncharacterized protein	Ictidomys tridecemlineatus	n.d.	LOC101961899
6	0	sp|Q0PF16|TRIM5_MACMU	tr|H2Q2Y4|H2Q2Y4_PANTR	1.02816901408451	1.05360824742268	306	0.3425	511	Tripartite motif containing 68	Pan troglodytes	n.d.	TRIM68
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G1S6B0|G1S6B0_NOMLE	1.02816901408451	1.05360824742268	305	0.3425	511	Uncharacterized protein	Nomascus leucogenys	n.d.	TRIM68
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3U8M5|G3U8M5_LOXAF	0.991951710261569	1.08830022075055	304	0.3874	493	Uncharacterized protein (Fragment)	Loxodonta africana	n.d.	
6	0	sp|Q0PF16|TRIM5_MACMU	sp|Q6AZZ1|TRI68_HUMAN	1.02816901408451	1.05360824742268	304	0.3425	511	E3 ubiquitin-protein ligase TRIM68	Homo sapiens	n.d.	TRIM68
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3U7H3|G3U7H3_LOXAF	1.00804828973843	1.05919661733615	303	0.3493	501	Uncharacterized protein	Loxodonta africana	n.d.	TRIM68
6	0	sp|Q0PF16|TRIM5_MACMU	tr|H0XA52|H0XA52_OTOGA	1.00402414486922	1.02886597938144	303	0.3567	499	Uncharacterized protein	Otolemur garnettii	n.d.	TRIM68
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A1S3GVF1|A0A1S3GVF1_DIPOR	0.503018108651911	0.99601593625498	295	0.588	250	tripartite motif-containing protein 5-like	Dipodomys ordii	n.d.	LOC106002440
6	0	sp|Q0PF16|TRIM5_MACMU	tr|G3ILU9|G3ILU9_CRIGR	0.953722334004024	1.02375809935205	302	0.3671	474	52 kDa Ro protein	Cricetulus griseus	n.d.	I79_024871
6	0	sp|Q0PF16|TRIM5_MACMU	tr|A0A1A6HQ10|A0A1A6HQ10_NEOLE	0.875251509054326	1.10687022900763	300	0.3954	435	Uncharacterized protein	Neotoma lepida	n.d.	A6R68_21453
6	0	sp|Q0PF16|TRIM5_MACMU	tr|M3WMD2|M3WMD2_FELCA	1.00603621730382	1.06837606837607	302	0.346	500	Uncharacterized protein	Felis catus	n.d.	TRIM68
6	0	sp|Q0PF16|TRIM5_MACMU	tr|F7A322|F7A322_CALJA	1.02816901408451	1.05360824742268	302	0.3425	511	E3 ubiquitin-protein ligase TRIM68	Callithrix jacchus	n.d.	TRIM68
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|H9Z9C8|H9Z9C8_MACMU	1	1	5192	0.9996	2556	Neurogenic locus notch homolog protein 1 preproprotein	Macaca mulatta	n.d.	NOTCH1
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|A0A0D9RTL0|A0A0D9RTL0_CHLSB	1	1.00039138943249	5156	0.9914	2556	Uncharacterized protein	Chlorocebus sabaeus	n.d.	NOTCH1
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|G7NF68|G7NF68_MACMU	0.992175273865415	1	5153	0.9992	2536	Uncharacterized protein (Fragment)	Macaca mulatta	n.d.	EGK_07186
7	0	tr|F7H8I5|F7H8I5_MACMU	sp|P46531|NOTC1_HUMAN	1	1.00039138943249	5147	0.9906	2556	Neurogenic locus notch homolog protein 1	Homo sapiens	n.d.	NOTCH1
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|H2QY65|H2QY65_PANTR	1	1.00039138943249	5143	0.9887	2556	Uncharacterized protein	Pan troglodytes	n.d.	NOTCH1
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|U3BHG2|U3BHG2_CALJA	1	1.00196001568013	5012	0.9621	2556	Neurogenic locus notch homolog protein 1 preproprotein	Callithrix jacchus	n.d.	NOTCH1
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|G7PR57|G7PR57_MACFA	0.940923317683881	0.989711934156379	4710	0.9713	2405	Putative uncharacterized protein	Macaca fascicularis	n.d.	EGM_06506
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|G7PR57|G7PR57_MACFA	0.542253521126761	0.57037037037037	933	0.4048	1386	Putative uncharacterized protein	Macaca fascicularis	n.d.	EGM_06506
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|G7PR57|G7PR57_MACFA	0.523865414710485	0.551028806584362	775	0.3764	1339	Putative uncharacterized protein	Macaca fascicularis	n.d.	EGM_06506
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|G7PR57|G7PR57_MACFA	0.460093896713615	0.483950617283951	602	0.3537	1176	Putative uncharacterized protein	Macaca fascicularis	n.d.	EGM_06506
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|H0XE93|H0XE93_OTOGA	0.992957746478873	0.995294117647059	4676	0.9204	2538	Uncharacterized protein	Otolemur garnettii	n.d.	NOTCH1
7	0	tr|F7H8I5|F7H8I5_MACMU	sp|Q07008|NOTC1_RAT	0.992566510172144	1.00237060450415	4674	0.9089	2537	Neurogenic locus notch homolog protein 1	Rattus norvegicus	n.d.	Notch1
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|G1RAB1|G1RAB1_NOMLE	0.992957746478873	1.00276570525484	4672	0.9433	2538	Uncharacterized protein	Nomascus leucogenys	n.d.	NOTCH1
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|A0A1S2ZM76|A0A1S2ZM76_ERIEU	0.997652582159624	0.994152046783626	4669	0.9043	2550	neurogenic locus notch homolog protein 1	Erinaceus europaeus	n.d.	NOTCH1
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|I3M6Z8|I3M6Z8_ICTTR	0.996087636932707	1.00117970900511	4660	0.9128	2546	Uncharacterized protein	Ictidomys tridecemlineatus	n.d.	NOTCH1
7	0	tr|F7H8I5|F7H8I5_MACMU	tr|I3M6Z8|I3M6Z8_ICTTR	0.377151799687011	0.379079826976013	564	0.361	964	Uncharacterized protein	Ictidomys tridecemlineatus	n.d.	NOTCH1
